Unnamed: 0,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,revenue
71990,542223,20718,RED RETROSPOT SHOPPER BAG,20,2011-01-26 12:43:00,1.25,14233.0,United Kingdom,25.0
72024,542226,72800C,4 PINK DINNER CANDLE SILVER FLOCK,3,2011-01-26 13:20:00,2.55,17075.0,United Kingdom,7.65
72152,542231,84378,SET OF 3 HEART COOKIE CUTTERS,10,2011-01-26 13:40:00,1.25,16714.0,United Kingdom,12.5
72197,542233,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-01-26 13:46:00,1.65,13098.0,United Kingdom,33.0
72226,542236,85049G,CHOCOLATE BOX RIBBONS ,6,2011-01-26 14:19:00,1.25,17027.0,United Kingdom,7.5
72311,542239,22464,HANGING METAL HEART LANTERN,1,2011-01-26 14:35:00,1.65,17786.0,United Kingdom,1.65
72300,542238,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-01-26 14:35:00,7.95,12591.0,Italy,15.9
72335,542240,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-01-26 14:45:00,5.95,16124.0,United Kingdom,11.9
72366,542241,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-01-26 14:51:00,2.55,16409.0,United Kingdom,2.55
72395,542242,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-01-26 14:58:00,1.45,13754.0,United Kingdom,17.4
72437,542246,84836,ZINC METAL HEART DECORATION,24,2011-01-26 15:31:00,1.25,15227.0,United Kingdom,30.0
72446,542247,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-01-26 15:49:00,4.95,12997.0,United Kingdom,14.85
72757,C542264,22423,REGENCY CAKESTAND 3 TIER,-2,2011-01-26 17:25:00,10.95,15215.0,United Kingdom,-21.9
72803,542266,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3,2011-01-26 17:37:00,0.85,16918.0,United Kingdom,2.55
72813,542267,22222,CAKE PLATE LOVEBIRD WHITE,2,2011-01-26 17:43:00,4.95,16882.0,United Kingdom,9.9
72867,542269,22626,BLACK KITCHEN SCALES,2,2011-01-27 09:33:00,8.5,14442.0,Channel Islands,17.0
72912,542272,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-01-27 09:42:00,5.95,16496.0,United Kingdom,11.9
73016,542276,85066,CREAM SWEETHEART MINI CHEST,8,2011-01-27 10:19:00,12.75,12764.0,Lebanon,102.0
73083,542284,22606,WOODEN SKITTLES GARDEN SET,4,2011-01-27 10:56:00,12.75,17311.0,United Kingdom,51.0
73395,542345,22156,HEART DECORATION WITH PEARLS ,3,2011-01-27 11:55:00,0.85,15910.0,United Kingdom,2.55
73462,542350,21136,PAINTED METAL PEARS ASSORTED,8,2011-01-27 12:11:00,1.69,16949.0,United Kingdom,13.52
73530,542355,48187,DOORMAT NEW ENGLAND,10,2011-01-27 12:23:00,6.75,14970.0,United Kingdom,67.5
73562,542360,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-01-27 12:40:00,1.25,14701.0,United Kingdom,1.25
73617,542369,22551,PLASTERS IN TIN SPACEBOY,12,2011-01-27 13:08:00,1.65,12645.0,Germany,19.8
73659,542371,POST,POSTAGE,2,2011-01-27 13:29:00,18.0,12468.0,Germany,36.0
73696,542373,22900, SET 2 TEA TOWELS I LOVE LONDON ,12,2011-01-27 13:38:00,2.95,16767.0,United Kingdom,35.4
73783,542382,85175,CACTI T-LIGHT CANDLES,16,2011-01-27 14:10:00,0.42,14738.0,United Kingdom,6.72
73806,542386,22112,CHOCOLATE HOT WATER BOTTLE,12,2011-01-27 14:35:00,4.95,17540.0,United Kingdom,59.4
73816,542388,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-01-27 14:45:00,2.95,14239.0,United Kingdom,17.7
73893,542393,21985,PACK OF 12 HEARTS DESIGN TISSUES ,8,2011-01-27 15:02:00,0.29,18125.0,United Kingdom,2.32
73952,542397,22554,PLASTERS IN TIN WOODLAND ANIMALS,48,2011-01-27 15:22:00,1.65,13328.0,United Kingdom,79.2
74070,542399,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-01-27 15:38:00,2.1,15549.0,United Kingdom,6.3
74249,542411,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,2011-01-27 16:43:00,1.06,15864.0,United Kingdom,76.32
74309,542419,20681,PINK POLKADOT CHILDRENS UMBRELLA,2,2011-01-27 17:41:00,3.25,14662.0,United Kingdom,6.5
74352,542420,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,2011-01-27 18:05:00,0.85,17180.0,United Kingdom,0.85
74402,542423,22960,JAM MAKING SET WITH JARS,24,2011-01-28 09:09:00,3.75,15057.0,United Kingdom,90.0
74426,542425,POST,POSTAGE,2,2011-01-28 09:20:00,18.0,12574.0,France,36.0
74495,542429,22148,EASTER CRAFT 4 CHICKS ,12,2011-01-28 10:08:00,1.95,13330.0,United Kingdom,23.4
74503,542430,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-01-28 10:10:00,2.95,13552.0,United Kingdom,17.7
74524,542431,20685,DOORMAT RED RETROSPOT,4,2011-01-28 10:28:00,7.95,12853.0,United Kingdom,31.8
74525,542432,21523,DOORMAT FANCY FONT HOME SWEET HOME,4,2011-01-28 10:40:00,7.95,13538.0,United Kingdom,31.8
74562,542434,22189,CREAM HEART CARD HOLDER,8,2011-01-28 10:47:00,3.95,16755.0,United Kingdom,31.6
74578,542470,22938,CUPCAKE LACE PAPER SET 6,12,2011-01-28 11:27:00,1.95,14133.0,United Kingdom,23.4
74632,542506,22626,BLACK KITCHEN SCALES,4,2011-01-28 12:06:00,8.5,16523.0,United Kingdom,34.0
74775,542526,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4,2011-01-28 12:43:00,4.95,14659.0,United Kingdom,19.8
74819,542528,22029,SPACEBOY BIRTHDAY CARD,12,2011-01-28 13:04:00,0.42,13141.0,United Kingdom,5.04
74837,542530,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-01-28 13:08:00,1.69,15365.0,United Kingdom,27.04
74860,542534,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2011-01-28 13:27:00,4.25,13707.0,United Kingdom,17.0
75281,542578,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-01-28 14:57:00,5.95,13709.0,United Kingdom,11.9
75334,542585,21592,RETROSPOT CIGAR BOX MATCHES ,4,2011-01-28 15:29:00,1.25,17329.0,United Kingdom,5.0
75468,542598,21181,PLEASE ONE PERSON METAL SIGN,1,2011-01-30 10:43:00,2.1,14805.0,United Kingdom,2.1
75544,542601,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-01-30 11:52:00,4.95,16897.0,United Kingdom,9.9
75582,542602,48129,DOORMAT TOPIARY,2,2011-01-30 12:09:00,7.95,15579.0,United Kingdom,15.9
75633,542606,72122,COFFEE SCENT PILLAR CANDLE,20,2011-01-30 13:36:00,0.95,14595.0,United Kingdom,19.0
75760,542609,40003,WHITE BAMBOO RIBS LAMPSHADE,1,2011-01-30 14:03:00,1.25,13161.0,United Kingdom,1.25
75818,542611,20727,LUNCH BAG  BLACK SKULL.,10,2011-01-30 14:13:00,1.65,15415.0,United Kingdom,16.5
75896,542613,22961,JAM MAKING SET PRINTED,24,2011-01-30 14:36:00,1.45,17431.0,United Kingdom,34.8
75999,542617,21284,RETROSPOT CANDLE  SMALL,2,2011-01-30 15:48:00,1.69,17463.0,United Kingdom,3.38
76050,542618,22766,PHOTO FRAME CORNICE,2,2011-01-30 15:52:00,2.95,14502.0,United Kingdom,5.9
76156,542621,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2011-01-31 09:05:00,0.85,12528.0,Germany,10.2
76662,542634,22303,COFFEE MUG APPLES DESIGN,6,2011-01-31 10:42:00,2.55,15448.0,United Kingdom,15.3
76687,542641,20749,ASSORTED COLOUR MINI CASES,12,2011-01-31 11:25:00,6.35,17314.0,United Kingdom,76.2
76780,542649,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-01-31 11:46:00,0.55,17373.0,United Kingdom,13.2
76830,542662,22197,SMALL POPCORN HOLDER,12,2011-01-31 12:10:00,0.85,18145.0,United Kingdom,10.2
77059,542692,22767,TRIPLE PHOTO FRAME CORNICE ,1,2011-01-31 12:35:00,9.95,14467.0,United Kingdom,9.95
77073,C542693,15036,ASSORTED COLOURS SILK FAN,-600,2011-01-31 12:36:00,0.65,12908.0,United Kingdom,-390.0
77115,542710,22523,CHILDS GARDEN FORK PINK,12,2011-01-31 13:17:00,0.85,14776.0,United Kingdom,10.2
77098,542709,22491,PACK OF 12 COLOURED PENCILS,12,2011-01-31 13:17:00,0.85,15144.0,United Kingdom,10.2
77218,542715,21931,JUMBO STORAGE BAG SUKI,10,2011-01-31 13:39:00,1.95,16403.0,United Kingdom,19.5
77233,542716,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,2011-01-31 14:02:00,2.55,16407.0,United Kingdom,15.3
77344,542719,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2011-01-31 14:18:00,1.25,17619.0,United Kingdom,1.25
77373,542720,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-01-31 14:35:00,1.25,12778.0,Netherlands,15.0
77388,542723,84212,"ASSORTED FLOWER COLOUR ""LEIS""",12,2011-01-31 14:53:00,0.65,17256.0,United Kingdom,7.8
77426,542727,21914,BLUE HARMONICA IN BOX ,1,2011-01-31 15:09:00,1.25,17604.0,United Kingdom,1.25
77442,542728,21231,SWEETHEART CERAMIC TRINKET BOX,72,2011-01-31 15:11:00,1.06,14006.0,United Kingdom,76.32
77473,542731,21167,WHITE SAGE INCENSE,50,2011-01-31 15:27:00,0.21,13600.0,United Kingdom,10.5
77508,542733,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,2011-01-31 15:35:00,1.95,15058.0,United Kingdom,1.95
77711,542779,22423,REGENCY CAKESTAND 3 TIER,6,2011-02-01 09:36:00,12.75,17147.0,United Kingdom,76.5
77768,542785,84992,72 SWEETHEART FAIRY CAKE CASES,120,2011-02-01 10:14:00,0.42,13881.0,United Kingdom,50.4
77869,542790,21790,VINTAGE SNAP CARDS,12,2011-02-01 10:38:00,0.85,16612.0,United Kingdom,10.2
77927,C542792,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-02-01 10:49:00,2.95,14627.0,United Kingdom,-2.95
78042,542796,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-02-01 11:07:00,0.95,17356.0,United Kingdom,1.9
78080,C542798,21531,RED RETROSPOT SUGAR JAM BOWL,-1,2011-02-01 11:09:00,2.55,12477.0,Germany,-2.55
78089,542806,48188,DOORMAT WELCOME PUPPIES,2,2011-02-01 11:19:00,7.95,12836.0,United Kingdom,15.9
78159,542835,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-02-01 11:30:00,3.75,13939.0,United Kingdom,15.0
78186,542836,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-01 11:31:00,0.85,16745.0,United Kingdom,8.5
78232,542859,21980,PACK OF 12 RED RETROSPOT TISSUES ,48,2011-02-01 11:42:00,0.29,13606.0,United Kingdom,13.92
78295,542863,15056BL,EDWARDIAN PARASOL BLACK,3,2011-02-01 11:58:00,5.95,13494.0,United Kingdom,17.85
78330,542865,22605,WOODEN CROQUET GARDEN SET,1,2011-02-01 12:08:00,14.95,12929.0,United Kingdom,14.95
78371,542868,20801,LARGE PINK GLASS SUNDAE DISH,3,2011-02-01 12:25:00,2.55,16419.0,United Kingdom,7.65
78396,542869,21238,RED RETROSPOT CUP,8,2011-02-01 12:27:00,0.85,17035.0,United Kingdom,6.8
78409,542870,22230,JIGSAW TREE WITH WATERING CAN,12,2011-02-01 12:29:00,0.85,15203.0,United Kingdom,10.2
78481,542886,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-02-01 13:09:00,0.85,16515.0,United Kingdom,20.4
78504,542887,POST,POSTAGE,1,2011-02-01 13:10:00,40.0,12373.0,Austria,40.0
78674,542893,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-02-01 13:36:00,2.95,18202.0,United Kingdom,17.7
78687,542894,POST,POSTAGE,2,2011-02-01 13:45:00,15.0,12775.0,Netherlands,30.0
78729,542895,21174,POTTERING IN THE SHED METAL SIGN,1,2011-02-01 13:47:00,1.95,14549.0,United Kingdom,1.95
78746,542896,48111,DOORMAT 3 SMILEY CATS,10,2011-02-01 13:50:00,6.75,15981.0,United Kingdom,67.5
78828,542898,22931,BAKING MOULD HEART WHITE CHOCOLATE,2,2011-02-01 14:01:00,2.55,16110.0,United Kingdom,5.1
78876,542899,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,2011-02-01 14:12:00,3.75,17376.0,United Kingdom,7.5
79131,542908,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2011-02-01 15:24:00,1.65,13110.0,United Kingdom,3.3
79140,542909,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,96,2011-02-01 15:35:00,7.65,16716.0,United Kingdom,734.4
79159,542911,21500,PINK POLKADOT WRAP ,25,2011-02-01 15:41:00,0.42,12676.0,Sweden,10.5
79196,542915,35400,WOODEN BOX ADVENT CALENDAR ,4,2011-02-01 16:18:00,8.95,15940.0,United Kingdom,35.8
79201,542919,85099B,JUMBO BAG RED RETROSPOT,100,2011-02-01 16:47:00,1.95,15971.0,United Kingdom,195.0
79243,542923,22939,APRON APPLE DELIGHT,2,2011-02-02 09:08:00,4.95,14665.0,United Kingdom,9.9
79254,542925,20972,PINK CREAM FELT CRAFT TRINKET BOX ,36,2011-02-02 09:39:00,1.25,14457.0,United Kingdom,45.0
79348,542931,22784,LANTERN CREAM GAZEBO ,3,2011-02-02 10:46:00,4.95,15589.0,United Kingdom,14.85
79403,542933,22841,ROUND CAKE TIN VINTAGE GREEN,12,2011-02-02 10:56:00,6.95,14411.0,United Kingdom,83.4
79457,542944,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,64,2011-02-02 11:14:00,0.85,17560.0,United Kingdom,54.4
79460,542989,22282,12 EGG HOUSE PAINTED WOOD,2,2011-02-02 11:41:00,12.75,15226.0,United Kingdom,25.5
79477,C542991,85019C,CURIOUS  IMAGES NOTEBOOK SET,-12,2011-02-02 11:54:00,4.25,14460.0,United Kingdom,-51.0
79496,542993,35923,CANDY HEART HANGING DECORATION,12,2011-02-02 12:02:00,1.25,16156.0,United Kingdom,15.0
79521,542995,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-02-02 12:09:00,1.49,13728.0,United Kingdom,17.88
79755,543001,85129B,BEADED CRYSTAL HEART GREEN SMALL,12,2011-02-02 12:26:00,1.25,14127.0,United Kingdom,15.0
79789,543005,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2011-02-02 12:42:00,1.25,16378.0,United Kingdom,15.0
79831,543007,47566,PARTY BUNTING,5,2011-02-02 12:54:00,4.65,13894.0,United Kingdom,23.25
79842,543008,22101,MIRROR MOSAIC VOTIVE HOLDER,12,2011-02-02 13:07:00,2.1,13824.0,United Kingdom,25.2
79864,543010,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-02-02 13:16:00,4.95,18250.0,United Kingdom,14.85
79882,543011,22469,HEART OF WICKER SMALL,12,2011-02-02 13:25:00,1.65,15270.0,United Kingdom,19.8
80066,543015,20718,RED RETROSPOT SHOPPER BAG,20,2011-02-02 13:46:00,1.25,14188.0,United Kingdom,25.0
80067,543016,85099B,JUMBO BAG RED RETROSPOT,100,2011-02-02 13:57:00,1.65,18017.0,United Kingdom,165.0
80115,543021,22030,SWALLOWS GREETING CARD,12,2011-02-02 14:36:00,0.42,15421.0,United Kingdom,5.04
80218,543025,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-02-02 14:40:00,0.55,17446.0,United Kingdom,13.2
80222,543027,17003,BROCADE RING PURSE ,36,2011-02-02 14:51:00,0.21,12414.0,Austria,7.56
80266,543031,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-02 15:26:00,2.95,14798.0,United Kingdom,17.7
80268,543032,85099B,JUMBO BAG RED RETROSPOT,30,2011-02-02 15:39:00,1.95,12990.0,United Kingdom,58.5
80333,543037,22620,4 TRADITIONAL SPINNING TOPS,12,2011-02-02 16:01:00,1.25,12350.0,Norway,15.0
80346,C543039,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-02-02 16:31:00,9.95,16992.0,United Kingdom,-9.95
80513,543040,22567,20 DOLLY PEGS RETROSPOT,2,2011-02-02 17:06:00,1.25,17337.0,United Kingdom,2.5
80607,543041,22791,T-LIGHT GLASS FLUTED ANTIQUE,1,2011-02-02 17:08:00,1.25,16405.0,United Kingdom,1.25
80629,543044,22467,GUMBALL COAT RACK,6,2011-02-03 08:18:00,2.55,17071.0,United Kingdom,15.3
80645,543046,22777,GLASS CLOCHE LARGE,2,2011-02-03 09:37:00,8.5,13873.0,United Kingdom,17.0
80678,543053,84763,ZINC FINISH 15CM PLANTER POTS,10,2011-02-03 10:26:00,1.25,17362.0,United Kingdom,12.5
80688,543054,22300,COFFEE MUG DOG + BALL DESIGN,36,2011-02-03 10:39:00,2.1,13394.0,United Kingdom,75.6
80712,543055,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-02-03 10:41:00,2.55,12502.0,Spain,15.3
80743,543057,21915,RED  HARMONICA IN BOX ,420,2011-02-03 10:50:00,1.06,16333.0,United Kingdom,445.2
80744,543094,22386,JUMBO BAG PINK POLKADOT,5,2011-02-03 11:28:00,1.95,16030.0,United Kingdom,9.75
80813,543096,22384,LUNCH BAG PINK POLKADOT,1,2011-02-03 11:39:00,1.65,14044.0,United Kingdom,1.65
81040,543107,22860,EASTER TIN CHICKS PINK DAISY,6,2011-02-03 12:27:00,1.65,13800.0,United Kingdom,9.9
81280,543116,21621,VINTAGE UNION JACK BUNTING,12,2011-02-03 13:29:00,8.5,17672.0,United Kingdom,102.0
81286,543117,POST,POSTAGE,3,2011-02-03 13:30:00,15.0,12464.0,Belgium,45.0
81416,543126,48129,DOORMAT TOPIARY,1,2011-02-03 14:41:00,7.95,13581.0,United Kingdom,7.95
81439,543129,22288,HANGING METAL RABBIT DECORATION,24,2011-02-03 15:02:00,1.25,14540.0,United Kingdom,30.0
81458,543131,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2011-02-03 15:23:00,3.75,13539.0,United Kingdom,22.5
81477,543134,M,Manual,1,2011-02-03 15:28:00,15.0,15885.0,United Kingdom,15.0
81494,543161,22786,CUSHION COVER PINK UNION JACK,2,2011-02-03 17:01:00,5.95,14497.0,United Kingdom,11.9
81532,543162,82583,HOT BATHS METAL SIGN,4,2011-02-03 18:08:00,2.1,17507.0,United Kingdom,8.4
81570,543164,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-02-03 19:32:00,1.95,13208.0,United Kingdom,7.8
81653,543170,22045,SPACEBOY GIFT WRAP,50,2011-02-04 09:03:00,0.42,17334.0,United Kingdom,21.0
81781,543173,23231,WRAP DOILEY DESIGN,25,2011-02-04 09:30:00,0.42,13871.0,United Kingdom,10.5
81794,543174,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-02-04 09:34:00,2.95,16938.0,United Kingdom,35.4
81823,543179,22405,MONEY BOX POCKET MONEY DESIGN,1,2011-02-04 10:31:00,1.25,12754.0,Japan,1.25
81870,543180,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-02-04 10:38:00,2.95,12410.0,Switzerland,17.7
82040,543186,21755,LOVE BUILDING BLOCK WORD,18,2011-02-04 11:40:00,5.45,17929.0,United Kingdom,98.1
82059,543187,22561,WOODEN SCHOOL COLOURING SET,12,2011-02-04 11:43:00,1.65,14778.0,United Kingdom,19.8
82129,543189,21508,VINTAGE KID DOLLY CARD ,12,2011-02-04 11:48:00,0.42,17517.0,United Kingdom,5.04
82154,543190,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,2011-02-04 11:52:00,1.25,17226.0,United Kingdom,15.0
82185,543191,22549,PICTURE DOMINOES,3,2011-02-04 11:54:00,1.45,13137.0,United Kingdom,4.35
82231,543193,22501,PICNIC BASKET WICKER LARGE,2,2011-02-04 12:18:00,9.95,13725.0,United Kingdom,19.9
82272,543196,85178,VICTORIAN SEWING KIT,12,2011-02-04 12:29:00,1.25,13309.0,United Kingdom,15.0
82296,543197,22704,WRAP RED APPLES ,25,2011-02-04 12:36:00,0.42,12842.0,United Kingdom,10.5
82302,543198,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,48,2011-02-04 12:37:00,2.55,16109.0,United Kingdom,122.4
82428,543202,22777,GLASS CLOCHE LARGE,72,2011-02-04 13:04:00,7.65,17291.0,United Kingdom,550.8
82632,543242,22492,MINI PAINT SET VINTAGE ,36,2011-02-04 14:03:00,0.65,15090.0,United Kingdom,23.4
82642,543243,22668,PINK BABY BUNTING,100,2011-02-04 14:04:00,2.55,15199.0,United Kingdom,255.0
82714,543250,22652,TRAVEL SEWING KIT,10,2011-02-04 14:46:00,1.65,13911.0,United Kingdom,16.5
82746,543251,22348,TEA BAG PLATE RED RETROSPOT,12,2011-02-04 14:51:00,0.85,14194.0,United Kingdom,10.2
82767,543253,22727,ALARM CLOCK BAKELIKE RED ,4,2011-02-04 15:32:00,3.75,14842.0,United Kingdom,15.0
82932,543275,90184C,BLACK CHUNKY BEAD BRACELET W STRAP,2,2011-02-06 12:49:00,8.95,13584.0,United Kingdom,17.9
83038,543279,84378,SET OF 3 HEART COOKIE CUTTERS,6,2011-02-06 14:46:00,1.25,17105.0,United Kingdom,7.5
83063,543280,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-06 14:56:00,0.85,14438.0,United Kingdom,8.5
83105,543282,47566,PARTY BUNTING,1,2011-02-06 16:08:00,4.95,12956.0,United Kingdom,4.95
83113,543283,22423,REGENCY CAKESTAND 3 TIER,1,2011-02-07 09:15:00,12.75,15781.0,United Kingdom,12.75
83123,543284,22128,PARTY CONES CANDY ASSORTED,12,2011-02-07 09:36:00,1.25,14410.0,United Kingdom,15.0
83139,543285,22904,CALENDAR PAPER CUT DESIGN,6,2011-02-07 09:48:00,2.95,14600.0,United Kingdom,17.7
83182,543288,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-02-07 10:14:00,0.85,17302.0,United Kingdom,10.2
83250,543293,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2011-02-07 11:20:00,4.25,17613.0,United Kingdom,17.0
83353,543300,21035,SET/2 RED RETROSPOT TEA TOWELS ,2,2011-02-07 11:42:00,3.25,13334.0,United Kingdom,6.5
83580,543332,22083,PAPER CHAIN KIT RETROSPOT,6,2011-02-07 12:24:00,2.95,13955.0,United Kingdom,17.7
83602,543342,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-02-07 12:27:00,9.95,17162.0,United Kingdom,19.9
83771,543349,22303,COFFEE MUG APPLES DESIGN,3,2011-02-07 13:13:00,2.55,17774.0,United Kingdom,7.65
83792,543350,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-02-07 13:15:00,2.95,13809.0,Cyprus,23.6
83801,543351,22686,FRENCH BLUE METAL DOOR SIGN No,12,2011-02-07 13:18:00,1.25,15407.0,United Kingdom,15.0
83805,543352,21361,LOVE LARGE WOOD LETTERS ,1,2011-02-07 13:32:00,12.75,15577.0,United Kingdom,12.75
84051,543359,22781,GUMBALL MAGAZINE RACK,1,2011-02-07 14:16:00,7.65,16332.0,United Kingdom,7.65
84240,543371,21867,PINK UNION JACK  LUGGAGE TAG,3,2011-02-07 14:53:00,1.25,14048.0,United Kingdom,3.75
84420,543391,22464,HANGING METAL HEART LANTERN,12,2011-02-08 10:12:00,1.65,14475.0,United Kingdom,19.8
84478,543397,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-02-08 10:32:00,1.65,17859.0,United Kingdom,1.65
84666,543411,22053,EMPIRE DESIGN ROSETTE,10,2011-02-08 11:31:00,1.25,12576.0,Poland,12.5
85000,543456,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,2011-02-08 12:41:00,0.55,15753.0,United Kingdom,79.2
85043,543459,20676,RED RETROSPOT BOWL,8,2011-02-08 13:28:00,1.25,12599.0,France,10.0
85395,543468,22674,FRENCH TOILET SIGN BLUE METAL,2,2011-02-08 14:45:00,1.25,14562.0,United Kingdom,2.5
85467,543470,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-02-08 14:58:00,0.85,16951.0,United Kingdom,10.2
85571,543479,22371,AIRLINE BAG VINTAGE TOKYO 78,24,2011-02-08 15:42:00,3.75,16998.0,United Kingdom,90.0
85572,543480,47566B,TEA TIME PARTY BUNTING,4,2011-02-08 15:48:00,4.95,13133.0,United Kingdom,19.8
85601,543482,22925,BLUE GIANT GARDEN THERMOMETER,1,2011-02-08 17:16:00,5.95,17881.0,United Kingdom,5.95
85638,543485,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-02-09 10:19:00,2.95,15843.0,United Kingdom,17.7
85777,543519,21240,BLUE POLKADOT CUP,24,2011-02-09 11:38:00,0.85,17083.0,United Kingdom,20.4
85797,543527,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,12,2011-02-09 12:08:00,4.15,15970.0,United Kingdom,49.8
86096,543534,84836,ZINC METAL HEART DECORATION,12,2011-02-09 13:25:00,1.25,13590.0,United Kingdom,15.0
86140,543535,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,20,2011-02-09 13:37:00,0.42,17537.0,United Kingdom,8.4
86173,543537,POST,POSTAGE,1,2011-02-09 13:50:00,15.0,12401.0,Belgium,15.0
86236,543541,21114,LAVENDER SCENTED FABRIC HEART,10,2011-02-09 14:44:00,1.25,12462.0,Spain,12.5
86293,543543,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2,2011-02-09 15:33:00,2.1,17843.0,United Kingdom,4.2
86493,543548,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,6,2011-02-10 09:21:00,2.95,13706.0,United Kingdom,17.7
86505,543549,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1296,2011-02-10 09:29:00,0.22,17940.0,United Kingdom,285.12
86589,543555,21314,SMALL GLASS HEART TRINKET POT,8,2011-02-10 10:18:00,2.1,17686.0,United Kingdom,16.8
86617,543565,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-02-10 10:40:00,2.95,14431.0,United Kingdom,17.7
86637,543586,21397,BLUE POLKADOT EGG CUP ,12,2011-02-10 11:16:00,1.25,15809.0,United Kingdom,15.0
86652,543587,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-02-10 11:39:00,3.25,12561.0,Germany,19.5
86703,543593,47566B,TEA TIME PARTY BUNTING,30,2011-02-10 12:13:00,4.95,14465.0,United Kingdom,148.5
86718,543594,22246,MAGIC GARDEN FELT GARLAND ,12,2011-02-10 12:15:00,1.95,18093.0,United Kingdom,23.4
86725,543595,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,2011-02-10 12:19:00,1.06,16027.0,United Kingdom,76.32
86756,543597,21272,SALLE DE BAIN HOOK,12,2011-02-10 12:32:00,1.25,12857.0,United Kingdom,15.0
86880,543610,22207,FRYING PAN UNION FLAG,4,2011-02-10 14:30:00,4.25,16425.0,United Kingdom,17.0
86930,543619,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-02-10 14:51:00,1.69,16842.0,United Kingdom,27.04
86982,543626,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-02-10 15:40:00,2.95,15796.0,United Kingdom,35.4
